apple,52.3,2.4,1,0,0,0
labahita-daing,186,0,4852,-,-,-
malasugi-daing,250,0,6310,0.96,40,2.48
ayungin-tuyo,340,0,-,-,-,-
tilapia-dried,313,0,10392,2.08,87,4.34
tuna adobo-cnd,140,0,309,1.2,29,5.87
tuna fillet-in soya oil-cnd,309,0,577,3.26,31,17.32
tuna fillet-in veg oil-cnd,258,0,516,-,38,-
tuna flakes-in brine-cnd,95,0,316,0.69,37,1.66
tuna flakes-in veg oil-cnd,309,0,503,-,38,-
tuna mechado-cnd,121,0.5,408,0.9,22,4.4
tuna sardines-in oil-cnd,183,0,357,1.8,30,10.17
tuna spread-cnd,331,2.5,881,4.17,44,21.23
tulingan-daing,251,0,6050,0.78,112,1.2
tambakol-daing,230,0,5916,0.46,103,0.7
apple-green,63,3,4,0.02,0,0.03
apple-red,67,2.6,2,0.02,0,0.03
atemoya,63,2.3,5,0.1,0,0.1
avocado-green,101,4.8,1,1.21,0,4.43
avocado-red,100,4.3,2,1.05,0,5.73
banana-bungulan,106,2.8,1,0.14,0,0.13
banana-butuan,101,2.7,1,0.1,0,0.1
banana-cavendish-ripe,104,2.7,13,0.31,0,0.29
banana-cavendish-unripe,112,2.9,1,0.24,0,0.22
banana-gloria,132,3.5,3,0.03,0,0.03
banana-lacatan,126,3.3,2,0.07,0,0.06
banana-latundan,105,2.8,3,0.1,0,0.1
banana-murado,107,2.8,2,0.17,0,0.16
banana-saba,110,2.9,2,0.14,0,0.13
banana-saba-boiled,159,4.2,2,-,0,-
banana-ternate,134,3.5,1,0.14,0,0.13
banana-tuldok,99,2.6,1,0.07,0,0.06
bignay,35,3,1,-,0,-
bilimbi,23,1.9,4,0.01,0,0.13
black plum,71,-,7,-,0,-
barbados gooseberry,36,3,1,0.05,0,0.44
buri palm,75,1.1,3,0.09,0,0.01
calamansi,44,2.4,3,0.12,0,0.36
canistel,172,10.3,10,0.22,0,0.26
cashew fruit,63,0.8,3,-,0,-
java apple,34,1.3,2,-,0,-
custard apple,131,2.9,5,0.07,0,0.1
durian,163,4.4,28,0.34,0,0.49
velvet apple,88,4.1,3,0.03,0,0.13
grape,83,1,16,0.1,0,0.1
guava-red,102,7.2,5,0.11,0,0.21
guava-white,70,5,3,0.09,0,0.16
jackfruit,111,1.6,2,0.12,0,0.16
johey oak,128,1.8,2,0.1,0,0.17
jamaica cherry,100,-,-,-,0,-
jujube indian,73,2.9,4,0.08,0,0.16
kaffir lime,42,2.2,2,0.14,0,0.48
kalumpit,77,2.4,0,0.08,0,0.1
lanzon,64,2.7,1,0,0,0
lemon,42,2.2,2,0.21,0,0.53
lemon peel,82,11.9,7,0.04,0,0.1
lime,50,2.3,2,0.26,0,0.89
lime peel,121,18.3,10,0.03,0,0.07
lipoti,77,-,4,-,0,-
lychee,87,1.6,6,0.02,0,0.06
madras thorn,93,-,19,-,-,-
malay apple,44,1.7,2,-,0,-
malay gooseberry,40,3.5,7,-,0,-
mango-indian-unripe,53,1.3,3,0.05,0,0.11
mango-manila super-medium ripe,66,1.6,14,0.1,0,0.22
mango-manila super-ripe,70,1.7,4,0.05,0,0.11
mango-manila super-unripe,63,1.5,6,0.05,0,0.11
mango-paho-unripe,74,1.8,7,0.15,0,0.33
mango-piko-medium ripe,83,1.9,17,0.22,0,0.5
mango-piko-ripe,80,1.9,2,0.05,0,0.11
mango-piko-unripe,69,1.6,6,0.1,0,0.22
mango-supsupin-ripe,91,2.2,5,0.12,0,0.27
mangosteen,84,1.8,12,-,0,-
many-spiked flacourtia,118,3.9,1,-,0,-
marmalade plum,113,4.4,6,0.11,0,0.13
melon,23,0.6,11,0.07,0,0.1
melon-honey dew,42,0.8,18,0.08,0,0.14
melon-watermelon,31,0.4,1,0.02,0,0.12
orange-ladu,35,1.6,3,0.03,0,0.08
orange-szinkom,31,0.9,1,0.03,0,0.08
papaya fruit-medium ripe,53,2,3,0.06,0,0.1
papaya fruit-ripe,53,1.9,3,0.09,0,0.15
pear,57,2.7,1,-,0,-
persimmon-kaki,86,3.9,1,0.06,0,0.26
philippine dillenia,33,-,-,-,0,-
pineapple,55,1.4,2,0.02,0,0.09
pomegranate,64,3,6,0.04,0,0.06
pomelo,51,1.1,2,-,0,0.6
rambutan,87,0.9,18,-,0,-
rattan fruit,88,-,-,-,0,-
santol,67,0.2,3,-,0,-
sapodilla,108,6.3,5,0.16,0,0.44
sapote,93,4.2,1,0.05,0,0.21
stinking passion flower fruit,62,6.1,16,0.04,0,0.35
stinking passion flower juice,56,0.2,5,0.05,0,0.42
soursop,70,3.2,4,0.02,0,0.05
spanish plum,88,-,2,-,0,-
star apple-green,74,2.7,8,0.4,0,0.47
star apple-purple,80,3,9,0.22,0,0.26
starfruit,39,3,2,0.04,0,0.45
strawberry,34,1.9,1,0.01,0,0.13
sugar apple,104,4.3,4,0.07,0,0.22
sugar palm,19,0.8,2,-,0,-
sugar palm-boiled,13,0.5,1,-,0,-
susong-kalabaw,39,-,-,-,-,-
tamarind-ripe,258,5,4,0.27,0,0.24
tamarind-unripe,77,-,3,0.14,0,0.12
tamarind-unripe-boiled,30,-,-,0.05,0,0.04
banana chips-salted,585,7.8,-,35.52,0,3.16
banana chips-sweetn,568,8,6,30.26,0,2.7
banana cracker-sweetn,509,-,-,-,-,-
banana fritter,240,4.2,190,3.3,0,0.33
banana-saba-mashed-sugar & marg,204,1.7,140,0.68,0,2.79
banana-saba-sugar-fried,183,1.6,6,2.21,0,0.21
banana-saba-sugar-wrapped-fried,259,1.6,89,5.41,0,0.54
bilimbi-pickled,22,1.4,2609,-,0,-
cherry-in syrup-drnd,106,1.7,4,0.11,0,0.29
date-dried,346,8.5,2,0.23,0,0.4
dikyam,246,-,-,-,0,-
fruit cocktail-tropical-in syrup-cnd,103,1.3,11,0.03,0,0.13
jujube indian-dried,333,6.2,9,-,0,-
mango chips-dried,365,5.4,156,0.24,0,0.56
peach-in heavy syrup-cnd,73,1.1,5,0.09,0,0.74
pineapple-crushed-cnd,87,1,1,0.01,0,0.09
pineapple-slice-cnd,119,1.1,1,0.04,0,0.37
prune,278,7.3,9,0.16,0,0.21
raisin,340,4,17,0.14,0,0.21
dragon fruit,66,2,18,0.06,0,0.64
kandis-flesh,65,4.6,5,-,0,-
kandis-pulp,60,1.6,15,-,0,-
libas fruit-ripe,51,2.6,26,-,0,-
libas fruit-unripe,40,3,8,-,0,-
maraitum,92,0,24,-,0,-
palau-biyok,115,0.3,11,-,0,-
sapinit,76,8,9,0.03,0,0.74
tabo,110,4.4,16,-,0,-
mansanas-berde,63,3,4,0.02,0,0.03
mansanas-pula,67,2.6,2,0.02,0,0.03
atemoya,63,2.3,5,0.1,0,0.1
abokado-berde,101,4.8,1,1.21,0,4.43
abokado-murado,100,4.3,2,1.05,0,5.73
saging-bungulan,106,2.8,1,0.14,0,0.13
saging-butuan,101,2.7,1,0.1,0,0.1
saging-cavendish-hinog,104,2.7,13,0.31,0,0.29
saging-cavendish-hilaw,112,2.9,1,0.24,0,0.22
saging-gloria,132,3.5,3,0.03,0,0.03
saging-lakatan,126,3.3,2,0.07,0,0.06
saging-latundan,105,2.8,3,0.1,0,0.1
saging-murado,107,2.8,2,0.17,0,0.16
saging-saba,110,2.9,2,0.14,0,0.13
saging-saba-nilaga,159,4.2,2,-,0,-
saging-ternate,134,3.5,1,0.14,0,0.13
saging-tuldok,99,2.6,1,0.07,0,0.06
salamander tree fruit,35,3,1,-,0,-
kamyas,23,1.9,4,0.01,0,0.13
duhat,71,-,7,-,0,-
barbados gooseberry,36,3,1,0.05,0,0.44
buli,75,1.1,3,0.09,0,0.01
kalamansi,44,2.4,3,0.12,0,0.36
eggfruit,172,10.3,10,0.22,0,0.26
kasuy bunga,63,0.8,3,-,0,-
makopa,34,1.3,2,-,0,-
anonas,131,2.9,5,0.07,0,0.1
durian,163,4.4,28,0.34,0,0.49
mabolo,88,4.1,3,0.03,0,0.13
ubas,83,1,16,0.1,0,0.1
bayabas-pula,102,7.2,5,0.11,0,0.21
bayabas-puti,70,5,3,0.09,0,0.16
langka,111,1.6,2,0.12,0,0.16
marang,128,1.8,2,0.1,0,0.17
datiles,100,-,-,-,0,-
mansanitas,73,2.9,4,0.08,0,0.16
kabuyaw,42,2.2,2,0.14,0,0.48
batangas cherry,77,2.4,0,0.08,0,0.1
lansones,64,2.7,1,0,0,0
limon,42,2.2,2,0.21,0,0.53
limon-balat,82,11.9,7,0.04,0,0.1
key lime,50,2.3,2,0.26,0,0.89
dayap-balat,121,18.3,10,0.03,0,0.07
lipote,77,-,4,-,0,-
litsiyas,87,1.6,6,0.02,0,0.06
manila tamarind,93,-,19,-,-,-
yambo,44,1.7,2,-,0,-
iba,40,3.5,7,-,0,-
mangga-indiyan-hilaw,53,1.3,3,0.05,0,0.11
mangga-kalabaw-manibalang,66,1.6,14,0.1,0,0.22
mangga-kalabaw-hinog,70,1.7,4,0.05,0,0.11
mangga-kalabaw-hilaw,63,1.5,6,0.05,0,0.11
mangga-paho-hilaw,74,1.8,7,0.15,0,0.33
mangga-piko-manibalang,83,1.9,17,0.22,0,0.5
mangga-piko-hinog,80,1.9,2,0.05,0,0.11
mangga-piko-hilaw,69,1.6,6,0.1,0,0.22
mangga-supsupin-hinog,91,2.2,5,0.12,0,0.27
mangosteen,84,1.8,12,-,0,-
seryale,118,3.9,1,-,0,-
chico-mamey,113,4.4,6,0.11,0,0.13
milon,23,0.6,11,0.07,0,0.1
melon-honey dew,42,0.8,18,0.08,0,0.14
pakwan,31,0.4,1,0.02,0,0.12
dalandan-ladu,35,1.6,3,0.03,0,0.08
dalandan-szinkom,31,0.9,1,0.03,0,0.08
papaya fruit-medium ripe,53,2,3,0.06,0,0.1
papaya fruit-ripe,53,1.9,3,0.09,0,0.15
peras,57,2.7,1,-,0,-
asian persimmon,86,3.9,1,0.06,0,0.26
katmon,33,-,-,-,0,-
pinya,55,1.4,2,0.02,0,0.09
granada,64,3,6,0.04,0,0.06
lukban,51,1.1,2,-,0,0.6
rambutan,87,0.9,18,-,0,-
alimuran,88,-,-,-,0,-
cotton fruit,67,0.2,3,-,0,-
chico,108,6.3,5,0.16,0,0.44
ebony persimmon,93,4.2,1,0.05,0,0.21
pasionaryang mabaho,62,6.1,16,0.04,0,0.35
pasionaryang mabaho-katas,56,0.2,5,0.05,0,0.42
guyabano,70,3.2,4,0.02,0,0.05
siniguwelas,88,-,2,-,0,-
kaymito-berde,74,2.7,8,0.4,0,0.47
kaymito-murado,80,3,9,0.22,0,0.26
balimbing,39,3,2,0.04,0,0.45
strawberry,34,1.9,1,0.01,0,0.13
atis,104,4.3,4,0.07,0,0.22
kaong,19,0.8,2,-,0,-
kaong-nilaga,13,0.5,1,-,0,-
carabao's teats,39,-,-,-,-,-
sampalok-hinog,258,5,4,0.27,0,0.24
sampalok-hilaw,77,-,3,0.14,0,0.12
sampalok-hilaw-nilaga,30,-,-,0.05,0,0.04
banana chips-salted,585,7.8,-,35.52,0,3.16
banana chips-sweetn,568,8,6,30.26,0,2.7
banana cracker-sweetn,509,-,-,-,-,-
maruya-saging,240,4.2,190,3.3,0,0.33
linupak-saging saba,204,1.7,140,0.68,0,2.79
banana cue,183,1.6,6,2.21,0,0.21
turon-saging saba,259,1.6,89,5.41,0,0.54
kamias-buro,22,1.4,2609,-,0,-
cherry-in syrup-drnd,106,1.7,4,0.11,0,0.29
date-dried,346,8.5,2,0.23,0,0.4
dikyam,246,-,-,-,0,-
fruit cocktail-tropical-in syrup-cnd,103,1.3,11,0.03,0,0.13
mansanitas-tuyo,333,6.2,9,-,0,-
mango chips-dried,365,5.4,156,0.24,0,0.56
milokoton-hiniwa-may arnibal-nakalata,73,1.1,5,0.09,0,0.74
pineapple-crushed-cnd,87,1,1,0.01,0,0.09
pineapple-slice-cnd,119,1.1,1,0.04,0,0.37
prune,278,7.3,9,0.16,0,0.21
pasas,340,4,17,0.14,0,0.21
pitaya,66,2,18,0.06,0,0.64
kandis-flesh,65,4.6,5,-,0,-
kandis-pulp,60,1.6,15,-,0,-
common hog plum fruit-ripe,51,2.6,26,-,0,-
common hog plum fruit-unripe,40,3,8,-,0,-
maraitum,92,0,24,-,0,-
palau-biyok,115,0.3,11,-,0,-
wild raspberry,76,8,9,0.03,0,0.74
tabo,110,4.4,16,-,0,-
american black nightshade lvs,56,4.3,29,0.05,0,0.14
apat-apat fern lvs,131,-,-,-,0,-
aragan lvs,29,-,-,-,0,-
asystasia lvs & stems,61,4.7,31,0.15,0,0.4
aurora lvs & stems,108,10.5,19,0.41,0,0.92
bago lvs,91,7.7,1,-,0,-
bago lvs-boiled,42,3.8,1,-,0,-
bago bagin fruit-boiled,159,-,-,-,0,-
bamboo shoot,28,2.1,4,0.09,0,0.19
bamboo shoot-boiled,26,1.6,6,0.07,0,0.14
banana stem,16,1.9,32,-,0,-
banana heart-butuan,39,3.7,3,0.1,0,0.18
banana heart-butuan-boiled,18,2.7,2,0.05,0,0.09
bayuno fruit,74,5.6,15,-,0,-
beet,41,2.5,36,0.03,0,0.11
beet-boiled,45,2,77,0.02,0,0.06
bitter melon fruit,23,1.3,15,0.02,0,0.13
bitter melon fruit-boiled,19,1.6,1,0.02,0,0.13
bitter melon lvs,34,3.5,9,0.1,0,0.27
bitter melon lvs-boiled,50,2.1,14,0.1,0,0.27
blue pea pod,68,4.8,11,0.08,0,0.22
borreria lvs & stems,68,-,-,-,-,-
bottle gourd fruit,20,0.7,5,0.01,0,0.07
bottle gourd fruit-boiled,16,1.1,2,-,0,-
bottle gourd lvs,43,-,12,-,0,-
bottle gourd lvs-boiled,22,-,6,-,0,-
breadfruit fruit,65,2.7,1,0.1,0,0.21
breadnut fruit,55,2.2,3,0.23,0,0.48
breadnut seed,72,-,1,0.32,0,0.79
bulak-bulakan pod,68,-,-,-,0,-
busi-busi lvs,54,-,-,-,0,-
cabbage-green,31,2.5,12,0.03,0,0.04
cabbage-green-boiled,23,1.5,6,0,0,0.07
cabbage-red,32,1.8,24,0.03,0,0.12
cabbage-red-boiled,28,2,22,0.02,0,0.12
carrot,42,2.6,26,0.05,0,0.17
carrot-boiled,42,3.3,64,0.07,0,0.21
cashew-young lvs,113,-,-,-,0,-
cashew-young lvs-boiled,57,-,-,-,0,-
cassava lvs,83,8,7,0.3,0,0.68
cassava lvs-boiled,43,4.1,4,0.15,0,0.34
cauliflower,32,2.1,14,0.14,0,0.07
cauliflower-boiled,27,2.3,12,0.03,0,0.11
celery lvs & petioles,25,2.6,14,-,0,-
celery-chinese-lvs & petioles,37,3.5,151,0.15,0,0.39
celery-chinese-lvs & petioles-boiled,27,2,108,0.03,0,0.07
chayote fruit,23,0.6,8,0.02,0,0.05
chayote fruit-boiled,16,0.4,5,0,0,0
chayote lvs,44,-,1,0.07,0,0.13
chayote lvs-boiled,21,-,1,0.05,0,0.09
chinese cabbage,21,1.2,9,0.06,0,0.14
chinese cabbage-boiled,15,1.4,7,0.02,0,0.05
coconut cotyledon,67,0.8,23,-,0,-
coconut-heart of palm,47,0.6,4,0.18,0,0.38
fragrant manjack lvs,61,-,-,-,0,-
coriander lvs,37,3.5,29,0.02,0,0.37
cowpea lvs,49,-,8,0.37,0,0.71
cowpea lvs-boiled,30,-,5,0.1,0,0.21
cowpea pod,51,3.1,1,0.11,0,0.21
cowpea pod-boiled,52,3.1,1,0.11,0,0.21
cowpea seed-fresh,86,4.9,4,0.03,0,0.05
crown daisy lvs,23,2.3,89,-,0,-
kutcharitas lvs-green,54,-,-,-,0,-
kutcharitas lvs-red,84,-,-,-,0,-
cucumber,16,0.7,13,0.01,0,0
east indian lotus fruit,80,-,-,-,0,-
east indian lotus lvs,46,-,-,-,0,-
east indian lotus lvs-boiled,28,-,-,-,0,-
eggplant,29,1.6,3,0.04,0,0.1
eggplant-boiled,25,1.5,1,0.02,0,0.05
endive lvs,29,4.1,29,0.05,0,0.09
flowering fern-lvs,68,-,-,-,0,-
foetid cassia lvs,88,-,-,-,0,-
fragrant premna lvs,100,-,5,-,0,-
fragrant premna lvs-boiled,53,-,3,-,0,-
galo fruit-whole,165,-,-,-,0,-
galo pulp-boiled,80,-,-,-,0,-
galo seed-boiled,215,-,-,-,0,-
garlic bulb,129,1.7,10,0.05,0,0.16
garlic lvs,50,3,4,0.11,0,0.11
garlic lvs-boiled,45,2.6,3,-,0,-
garlic lvs & bulb,79,5,31,0.1,0,0.32
glynus lvs,39,3.3,164,-,0,-
guava lvs,131,11.2,11,-,0,-
himbaba-o flower,68,6.6,17,-,0,-
himbaba-o flower-boiled,52,5.1,13,-,0,-
himbaba-o lvs,86,-,22,-,0,-
himbaba-o lvs-boiled,49,-,12,-,0,-
horseradish tree lvs,108,6.7,17,0.3,0,0.5
horseradish tree lvs-boiled,63,1.7,8,0.14,0,0.23
horseradish tree lvs-dwarf,89,5,13,0.47,0,0.78
horseradish tree lvs-dwarf-boiled,48,1.2,5,-,0,-
horseradish tree lvs-japanese,60,3.6,9,0.24,0,0.4
horseradish tree lvs-japanese-boiled,42,1.1,5,-,0,-
horseradish tree pod,93,6.5,85,0.07,0,0.21
horseradish tree pod-boiled,25,1.7,23,0.03,0,0.1
hyacinth bean pod,45,4.2,6,0.18,0,0.21
hyacinth bean pod-boiled,34,3.2,5,0.04,0,0.05
jackfruit fruit-unripe,58,2.4,3,0.18,0,0.24
jackfruit seed,164,5,24,0.13,0,0.33
jackfruit seed-boiled,156,4.7,22,0.08,0,0.2
jute lvs,71,7,5,0.17,0,0.6
jute lvs-boiled,44,1.7,9,0.09,0,0.33
lagikway lvs,54,-,18,-,0,-
lagikway lvs-boiled,30,-,10,-,0,-
chinese leek lvs,34,0.9,6,0.09,0,0.4
chinese leek lvs-boiled,19,0.5,5,0.05,0,0.23
lettuce lvs & petioles,22,1.8,17,0.05,0,0.23
lettuce tree-young lvs,43,-,-,-,0,-
lettuce tree-young lvs-boiled,26,-,-,-,0,-
lima bean pod,126,5.3,2,0.15,0,0.38
lima bean pod-boiled,100,4.1,13,0.07,0,0.16
limang sugat-young lvs,56,-,-,-,0,-
malabar nightshade lvs,33,2.5,27,-,0,-
malabar nightshade lvs-boiled,21,1.6,17,-,0,-
malibaddu,50,-,11,-,0,-
mango-young lvs,90,8.1,3,0.22,0,0.28
mango-young lvs-boiled,50,4.4,2,0.12,0,0.16
marrow-stem kale lvs and stems,34,2.1,23,0.05,0,0.21
mexican lilac flower,58,3.9,45,-,0,-
mexican lilac flowers-boiled,31,2.1,24,-,0,-
morning glory lvs,57,6,11,0.09,0,0.2
mung bean seed-fresh,119,6.4,8,0.06,0,0.1
mung bean sprout,64,3.1,7,0.02,0,0.06
mung bean sprout-boiled,54,1.6,20,-,0,-
mushroom-fresh,48,1.6,8,0.09,0,0.28
mustard lvs,24,2.1,9,0.01,0,0.13
mustard lvs-boiled,21,1.3,6,0.01,0,0.18
new zealand spinach lvs,33,2.3,88,0.08,0,0.22
new zealand spinach lvs-boiled,28,1.9,146,0.05,0,0.14
okra,34,3.6,11,0.04,0,0.07
okra-boiled,30,2.6,6,0.04,0,0.07
onion-bombay bulb,52,2,11,0.13,0,0.09
onion-bombay bulb-boiled,47,1.3,3,0.07,0,0.21
onion-garden shallot bulb,68,2.7,12,0.09,0,0.27
onion-garden shallot bulb-boiled,62,2.4,11,0.09,0,0.27
onion-garden shallot lvs,37,2.1,3,0.18,0,0.35
onion-garden shallot lvs-boiled,27,1.5,2,-,0,-
onion-spring,41,2.6,30,0.08,0,0.26
onion-spring-boiled,36,2.4,28,-,0,-
pako fern lvs,31,3.4,6,-,0,-
pako fern lvs-boiled,33,3.4,6,-,0,-
palm-like fig-young lvs,50,-,-,-,0,-
palm-like fig-young lvs-boiled,19,-,-,-,0,-
pansit-pansitan,15,0.7,89,-,0,-
papaya fruit-unripe,27,0.7,4,0.03,0,0.05
papaya-young lvs,106,-,2,-,0,-
papaya-young lvs-boiled,67,-,2,-,0,-
papaya petioles,27,0.8,1,-,0,-
papaya petioles-boiled,24,0.7,1,-,0,-
parsley lvs,58,4.2,72,0.15,0,0.48
pechay lvs,22,1.2,13,0.05,0,0.22
pechay lvs-boiled,21,1.1,12,0.07,0,0.28
pechay petioles,14,0.8,8,0.04,0,0.16
pechay petioles-boiled,11,0.6,7,0.03,0,0.12
pepper-chili fruit,75,3.5,14,-,0,-
pepper-chili lvs,60,-,5,-,0,-
pepper-chili lvs-boiled,52,-,4,-,0,-
pepper-bell long-green,44,3.1,12,0.17,0,0.2
pepper-bell long-green-boiled,32,1.2,2,0.04,0,0.18
pepper-bell-long-red,75,5,8,0.08,0,0.22
pepper-bell-round-green,28,2,8,0.07,0,0.08
pepper-bell-round-green-boiled,17,0.6,1,0.03,0,0.12
pepper-bell-round-red,36,2.5,4,0.03,0,0.07
philippine spinach lvs,29,2.4,16,0.08,0,0.22
philippine spinach lvs-boiled,23,1.8,12,0.03,0,0.1
pigeon pea pod,149,9,5,0.14,0,0.38
pigeon pea pod-boiled,84,5.5,8,0.06,0,0.16
pigeon pea seed-fresh,143,6.3,7,0.16,0,0.39
malabar bauhinia lvs,60,-,2,-,0,-
prickly chaff-flower-lvs,59,4.1,47,-,0,-
purslane lvs,31,3.2,262,0.08,0,0.15
purslane lvs-boiled,26,2.5,205,0.06,0,0.11
racaba lvs,58,-,-,-,0,-
radish,20,0.6,21,0.03,0,0.07
radish-boiled,15,0.4,15,0.03,0,0.07
radish-pod,33,2.1,8,-,0,-
rhubarb-young petioles,27,-,-,-,-,-
roselle lvs,63,5.3,43,-,0,-
sabitan-lvs,70,-,-,-,0,-
seaweed-gut weed-dried,108,-,-,-,0,-
sea purslane lvs,25,2.7,225,-,0,-
sea purslane lvs-boiled,36,3.7,308,-,0,-
seaweed-balbalulang,23,-,-,-,0,-
seaweed-gamet-dried,252,1.4,222,0.26,0,0.58
seaweed-kawkawayan,67,-,-,-,0,-
seaweed-kulot,24,-,-,-,0,-
seaweed-lato,10,-,-,-,0,-
seaweed-pokpoklo,14,-,-,-,0,-
sesbania flower,31,2.1,24,-,0,-
sesbania flower-boiled,28,1.9,22,-,0,-
sesbania lvs,76,-,58,-,0,-
sesbania lvs-boiled,51,-,40,-,0,-
spineless amaranth lvs,59,5.1,12,0.3,0,0.74
spineless amaranth lvs-boiled,34,3.2,8,0.11,0,0.27
snake gourd fruit,18,0.3,7,-,0,-
snap bean pod-green,36,2.6,2,0.02,0,0.05
snap bean pod-green-boiled,27,2,1,0.02,0,0.05
snap bean pod-white,31,2.2,2,0.05,0,0.11
snap bean pod-white-boiled,14,1.1,0,0.02,0,0.05
snap bean seed-black & brown-fresh,185,-,17,-,0,-
snow pea pod,67,4.1,2,0.08,0,0.22
snow pea pod-boiled,40,2.5,4,0.08,0,0.21
soybean seed-fresh,151,4.1,15,0.71,0,4.02
soybean seed-fresh-boiled,144,4,13,0.74,0,4.22
spanish plum-young lvs,66,-,4,0.37,0,0.47
spanish plum-young lvs-boiled,39,-,2,0.19,0,0.23
thorny amaranth lvs,63,5.7,13,0.25,0,0.61
thorny amaranth lvs-boiled,37,3.2,7,0.08,0,0.2
sponge gourd fruit,21,0.4,8,0.01,0,0.06
sponge gourd fruit-boiled,16,0.3,6,0.03,0,0.24
sponge gourd lvs,37,-,16,-,0,-
sponge gourd lvs-boiled,14,-,6,-,0,-
squash flower,33,-,5,0.26,0,0.09
squash flower-boiled,19,-,3,0.05,0,0.02
squash fruit,68,1.6,8,0.04,0,0.09
squash fruit-boiled,47,1.1,5,0.04,0,0.1
squash lvs,38,-,6,0.31,0,0.11
squash lvs-boiled,27,-,4,0.21,0,0.07
squash-summer fruit,21,0.8,5,0.05,0,0.12
string long bean lvs,44,2.3,39,-,0,-
string long bean lvs-boiled,27,1.4,23,-,0,-
stringd long bean pod-green,38,3.7,5,0.08,0,0.16
string long bean pod-green-boiled,52,2.7,4,0.13,0,0.26
string long bean pod-red,44,4.3,6,0.05,0,0.1
string long bean pod-red-boiled,35,1.9,3,0.05,0,0.1
string long bean pod-white,47,4.5,6,0.08,0,0.16
string long bean pod-white-boiled,23,1.2,2,0.03,0,0.05
string long bean seed-green-fresh,119,3.6,6,0.21,0,0.42
string long bean seed-green-fresh-boiled,119,3.7,5,0.1,0,0.2
sugar palm-heart of palm,38,0.5,4,0.12,0,0.23
swamp amaranth lvs,52,4.9,12,0.06,0,0.14
swamp cabbage lvs,39,3.8,114,0.09,0,0.18
swamp cabbage lvs-boiled,28,2.6,78,0.09,0,0.18
sweet potato lvs,49,5,9,0.11,0,0.24
sweet potato lvs-boiled,29,2.7,5,0.15,0,0.34
sweet potato lvs-purple,69,7.1,13,0.13,0,0.29
sweet potato lvs-purple-boiled,24,2.5,5,0.07,0,0.14
tamarind flower,86,5.5,6,-,0,-
tamarind lvs,80,7,5,-,0,-
tamarind lvs-boiled,54,4.7,3,-,0,-
ivy gourd lvs,49,3,11,0.26,0,0.62
ivy gourd lvs-boiled,49,3.4,13,0.14,0,0.33
taro lvs,73,4.8,11,0.37,0,0.9
taro lvs-boiled,48,3.1,7,0.08,0,0.2
taro petioles,21,1.6,5,0.04,0,0.1
taro petioles-boiled,15,1,3,0.02,0,4.01
tomato,25,0.3,11,0.01,0,0.06
tomato-boiled,25,0.3,11,0.01,0,0.06
tomato-spanish-ripe,64,0.8,28,0.05,0,0.22
